sentence1,sentence2,gold_score,predicted_score,error,signed_error,error_category
The 6th U.S. Circuit Court of Appeals on Wednesday ruled that an Ohio law banning a controversial late-term abortion method passes constitutional muster and the state can enforce it.,"An Ohio law that bans a controversial late-term abortion procedure is constitutionally acceptable and the state can enforce it, a federal appeals court ruled yesterday.",0.8399999618530274,0.9076364636421204,0.06763650178909297,0.06763650178909297,Good
"The Nasdaq composite index advanced 20.59, or 1.3 percent, to 1,616.50, after gaining 5.7 percent last week.","The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.",0.4,0.7347863912582397,0.3347863912582397,0.3347863912582397,Poor
"""We're going to do everything in our power to get money back to ratepayers as quickly as possible,"" Kennedy said.","""There's very strong interest in getting money back to the ratepayers as quickly as possible,"" Commissioner Susan Kennedy said.",0.7599999904632568,0.7945113182067871,0.03451132774353027,0.03451132774353027,Excellent
The company said it would cut the wholesale price of most top-line CDs to $9.09 from $12.02.,The company also said it would cut wholesale prices on cassettes and change the suggested retail price to $8.98.,0.3200000047683716,0.7089711427688599,0.38897113800048827,0.38897113800048827,Poor
Shares of Allergan fell 14 cents to close at $78.12 on the New York Stock Exchange (news - web sites).,Shares of Allergan were up 14 cents at $78.40 in late trading on the New York Stock Exchange.,0.65,0.8267468214035034,0.1767468214035034,0.1767468214035034,Fair
"The upcoming second-quarter earnings season will be particularly important in offering investors guidance, they say.",They say second-quarter earnings reports will be key in giving investors that guidance.,1.0,0.8696377277374268,0.13036227226257324,-0.13036227226257324,Fair
"That took the benchmark 10-year note US10YT=RR down 9/32, its yield rising to 3.37 percent from 3.34 percent late on Thursday.","That saw the benchmark 10-year note US10YT=RR slip 5/32 in price, taking its yield to 3.36 percent from 3.34 percent late on Thursday.",0.683400011062622,0.8925744295120239,0.20917441844940188,0.20917441844940188,Poor
The bank's shares fell 45 cents in trading yesterday to $91.51 per share.,"Shares of M&T, which is based in Buffalo, fell 41 cents, to $91.51.",0.55,0.6504861116409302,0.10048611164093013,0.10048611164093013,Good
"In the latest violence, insurgents threw a bomb at a U.S. convoy in northern Baghdad, killing one soldier.","Early Monday, insurgents threw a homemade bomb at a U.S. convoy in northern Baghdad, killing an American soldier.",0.8222000122070312,0.8685975074768066,0.046397495269775435,0.046397495269775435,Excellent
"Consumer groups are against the changes, saying they hurt individuality in markets.","Consumer groups oppose the changes, saying they would concentrate too many outlets in too few media empires.",0.7199999809265136,0.7002807855606079,0.019719195365905717,-0.019719195365905717,Excellent
"Every Thursday, a grains management committee meets in the Commission's agriculture directorate to decide the outcome of a weekly export tender.",A grains management committee normally meets each Thursday in the Commission's agriculture unit -- another target of Wednesday's raids -- to decide the outcome of a weekly export tender.,0.7199999809265136,0.9220821857452393,0.20208220481872563,0.20208220481872563,Fair
"Colin Powell, the Secretary of State, said contacts with Iran would not stop.",Secretary of State Colin Powell said yesterday that contacts with Iran would continue.,0.8666000366210938,0.8327394723892212,0.03386056423187256,-0.03386056423187256,Excellent
"Stout previously worked for General Electric subsidiary GE Capital Service Inc., where he was vice president and chief technology and information officer.","Stout comes to Sprint from GE Capital, where he served as chief technology and information officer.",0.6400000095367432,0.8044146299362183,0.16441462039947508,0.16441462039947508,Fair
"Scrimshaw, Supervisor, Best Minister and Ten Most Wanted are expected to complete the Belmont field.","Best Minister, Scrimshaw, and Ten Most Wanted all had workouts on Monday morning.",0.45,0.45507559180259705,0.005075591802597035,0.005075591802597035,Excellent
"Former South African Archbishop Desmond Tutu said Sunday he did not see what ""all the fuss"" was over appointing a gay bishop, but urged homosexual clergy to remain celibate.","South Africa's Nobel laureate Archbishop Desmond Tutu says he does not understand all the fuss about appointing a gay bishop, but he has urged homosexual clergy to remain celibate.",0.9,0.9118064641952515,0.011806464195251443,0.011806464195251443,Excellent
"In September, Hewlett-Packard signed a development and marketing deal with the company.",Four months later it signed a joint marketing agreement with Hewlett-Packard Co.,0.55,0.8557975888252258,0.3057975888252258,0.3057975888252258,Poor
Consumers would still have to get a descrambling security card from their cable operator to plug into the set.,"To watch pay television, consumers would insert into the set a security card provided by their cable service.",0.8,0.6987289190292358,0.1012710809707642,-0.1012710809707642,Good
"On Friday, the Concorde started up around sunrise and seemed to launch itself straight out of the rising sun.","Yesterday, the Concorde seemed to launch itself straight out of the rising sun.",0.6800000190734863,0.9299019575119019,0.24990193843841557,0.24990193843841557,Poor
A Stage 1 episode is declared when ozone levels reach 0.20 parts per million.,The federal standard for ozone is 0.12 parts per million.,0.4400000095367432,0.6560359001159668,0.21603589057922362,0.21603589057922362,Poor
"While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.",The bomb exploded while authorities waited for a bomb squad to arrive.,0.65,0.6841497421264648,0.03414974212646482,0.03414974212646482,Excellent
"""It seems to me ... we're just dealing with bragging rights here, who wins and who loses,"" said Gammerman, who heard the case without a jury.","""Leaving aside attorney fees, we're dealing with bragging rights of who wins and who loses,"" said Gammerman.",0.7334000110626221,0.8165985345840454,0.08319852352142332,0.08319852352142332,Good
"The American women, who are defending champions, will play in Philadelphia on Sept. 25 and conclude group competition in Columbus on Sept. 28.","The U.S. women, who are defending champions, will play on Sept. 25 in Philadelphia and conclude group competition on Sept. 28 in Columbus, Ohio.",0.95,0.9507247805595398,0.0007247805595398393,0.0007247805595398393,Excellent
"Its maker, MedImmune Inc., based in Gaithersburg, made 4 million to 5 million doses this year.","MedImmune Vaccines, the maker of FluMist, made between 4 million and 5 million doses this year.",0.7,0.7521713376045227,0.05217133760452275,0.05217133760452275,Good
Kaichen appeared Wednesday in federal court on two bank robbery charges.,"She appeared in federal court Wednesday, but did not enter a plea.",0.6,0.4106822609901428,0.18931773900985716,-0.18931773900985716,Fair
"An incremental step reported by researchers at the University of California, San Francisco, is the latest in a decade-long effort.","The incremental step, reported by researchers at UC San Francisco, is the latest in a decade-long effort to infect mice with the virus.",0.65,0.653805673122406,0.0038056731224059837,0.0038056731224059837,Excellent
"Bush turned out a statement yesterday thanking the commission for its work, and said, ""Our journey into space will go on.""","Mr. Bush did not discuss this when he issued a brief statement yesterday thanking the commission for its work, and saying, ""Our journey into space will go on.""",0.7199999809265136,0.8496946096420288,0.12969462871551518,0.12969462871551518,Fair
"The governor is going to Jackson, where 13 of the state's 16 fatalities were reported.","The governor is going to Jackson, where 13 people were killed.",0.7599999904632568,0.8531330227851868,0.09313303232192993,0.09313303232192993,Good
"The broader Standard & Poor's 500 Index rose 3.42 points, or 0.34 percent, to 1,007.84.","The technology-laced Nasdaq Composite Index .IXIC was down 1.55 points, or 0.09 percent, at 1,744.91.",0.2,0.4601938724517822,0.2601938724517822,0.2601938724517822,Poor
Crews worked to install a new culvert and prepare the highway so motorists could use the eastbound lanes for travel as storm clouds threatened to dump more rain.,Crews worked to install a new culvert and repave the highway so motorists could use the eastbound lanes for travel.,0.6665999889373779,0.8990261554718018,0.23242616653442383,0.23242616653442383,Poor
"Buoyed by some of the advice imparted by Nicklaus, Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry.","Buoyed by advice imparted by Nicklaus, Howell shot an 8-under 64 on Thursday to enter today's round with a one-stroke lead over Kenny Perry.",0.85,0.9460158348083496,0.09601583480834963,0.09601583480834963,Good
Net revenue rose to $3.99 billion from $3.85 billion during the same quarter last year.,That is up from $1.14 billion during the same quarter last year.,0.35,0.5976244807243347,0.24762448072433474,0.24762448072433474,Poor
"These men ""are entitled to respect for their private lives,"" Kennedy said.","""The petitioners are entitled to respect for their private lives.""",0.55,0.6465006470680237,0.09650064706802364,0.09650064706802364,Good
"The mock explosion, the first event in the drill, occurred in a car in industrial south Seattle.","The mock explosion of a radioactive ""dirty bomb,"" the first event in the weeklong drill, occurred on several acres in the south Seattle industrial area.",0.65,0.8258856534957886,0.17588565349578855,0.17588565349578855,Fair
"The commission dropped charges that Patton improperly appointed Conner to the Kentucky Lottery Board and that he improperly appointed Conner's then-husband, Seth, to the Agriculture Development Board.","Patton also appointed Conner to the Kentucky Lottery Board and appointed Seth Conner to the Agriculture Development Board, the commission says.",0.5,0.7942811250686646,0.29428112506866455,0.29428112506866455,Poor
Aiken's study appears in the Sept. 24 issue of the Journal of the American Medical Association.,The findings appear in Wednesday's Journal of the American Medical Association.,0.6182000160217285,0.6216133236885071,0.003413307666778609,0.003413307666778609,Excellent
"A Merrill Lynch spokesman said ""we are pleased with the judge's decision.""","""We are very pleased with the judge's decision,"" Merrill said yesterday.",0.8800000190734864,0.9024603962898254,0.02246037721633909,0.02246037721633909,Excellent
"Trans fats are created when hydrogen is added to vegetable oil, solidifying it and increasing the shelf life of certain food products.","Trans fats are created when vegetable oil has been partially hydrogenated, solidifying it and increasing the shelf life of certain products.",0.9600000381469727,0.9677573442459106,0.007757306098937988,0.007757306098937988,Excellent
But skeptics are concerned about the ease with which vendors can use these hardware-based security features to set digital rights management policies.,But skeptics are concerned about the ease at which these hardware-based security features could be used to set digital rights management policies by vendors.,1.0,0.9902346730232239,0.009765326976776123,-0.009765326976776123,Excellent
"Crohn's disease causes inflammation of the intestine and symptoms include diarrhea, pain, weight loss and tiredness.","Symptoms include chronic diarrhoea, abdominal pain, weight loss and extreme tiredness.",0.6,0.6146805286407471,0.014680528640747093,0.014680528640747093,Excellent
"Authorities identified the tipster as Richard Powell, who is imprisoned for killing his landlady in 1982.",Powell is serving time in a different case -- killing his landlady in 1982.,0.6400000095367432,0.5966899991035461,0.043310010433197044,-0.043310010433197044,Excellent
Netanyahu set to call early vote,Israel's Netanyahu set to call early vote,0.8800000190734864,0.9396166801452637,0.05961666107177732,0.05961666107177732,Good
"Annan, UN chief call on Security Council to act on Syria","Russia, China veto UN Security Council resolution on Syria",0.3599999904632568,0.6092654466629028,0.24926545619964602,0.24926545619964602,Poor
Green Lantern to be reintroduced as gay by DC Comics,Green Lantern to be relaunched as gay superhero,0.8,0.9332923889160156,0.13329238891601558,0.13329238891601558,Fair
Military plane crashes in south France: authorities,"Military plane crashes in southeastern Turkey, 1 dead",0.2,0.653734028339386,0.453734028339386,0.453734028339386,Poor
Saudi gas truck blast kills at least 22,Nigeria church blast kills at least 12,0.12000000476837158,0.5697585940361023,0.4497585892677307,0.4497585892677307,Poor
Coty launches $10 billion bid for rival Avon,Coty bids $10 billion for Avon,0.9199999809265137,0.9271647930145264,0.007164812088012673,0.007164812088012673,Excellent
Greece votes in crucial election,Greece looks set for repeat election,0.3599999904632568,0.755598783493042,0.3955987930297852,0.3955987930297852,Poor
Iran warns Moscow nuclear talks could stall,Iranians “confess” to nuclear scientist murders,0.24000000953674316,0.3894345164299011,0.14943450689315796,0.14943450689315796,Fair
Mohamed Morsi sworn in as Eygptian president,Mohamed Morsi sworn in as Egypt's President,0.9199999809265137,0.883523166179657,0.03647681474685671,-0.03647681474685671,Excellent
1 person killed in sectarian clashes in Lebanon,Nine killed in Syrian-linked clashes in Lebanon,0.27999999523162844,0.736634373664856,0.4566343784332275,0.4566343784332275,Poor
IAF strike Gaza terror hubs,IAF strikes Gaza terror cell; 1 dead,0.6400000095367432,0.8046987056732178,0.1646986961364746,0.1646986961364746,Fair
US senators penalize Pakistan for jailing doctor who aided CIA,US decries Pakistan doctor's fate,0.5599999904632569,0.5628554821014404,0.0028554916381835493,0.0028554916381835493,Excellent
Syrian envoy to Cyprus defects to Qatar,Syria deploys more troops despite peace deal,0.1600000023841858,0.3249099552631378,0.16490995287895202,0.16490995287895202,Fair
Dali painting stolen from gallery,Salvador Dali painting snatched from New York gallery,0.7599999904632568,0.8070014715194702,0.04700148105621338,0.04700148105621338,Excellent
"Annan urges end to Syria violence, minister defects",Annan urges end to Syrian violence,0.7599999904632568,0.9159605503082275,0.1559605598449707,0.1559605598449707,Fair
Colorado shooting suspect was in therapy,Lawyers: Colo. shooting suspect is mentally ill,0.8399999618530274,0.5738820433616638,0.26611791849136357,-0.26611791849136357,Poor
Suicide bomber kills 4 near NATO's Afghan HQ,Suicide bomber kills 23 at Afghan wedding,0.3200000047683716,0.6865186095237732,0.3665186047554016,0.3665186047554016,Poor
"PM in Tehran, asks NAM to take clear stand on Syria","Manmohan in Tehran, asks NAM to take a stand on Syria",0.7599999904632568,0.8452222347259521,0.08522224426269531,0.08522224426269531,Good
Senators can return to playoffs with victory,Messi scores 4 to send Guardiola off with victory,0.27999999523162844,0.15455320477485657,0.12544679045677187,-0.12544679045677187,Fair
South Africa train crash kills at least 19,South Africa train crash kills 26,0.7199999809265136,0.9192970991134644,0.19929711818695073,0.19929711818695073,Fair
Civilians Bear Brunt of Afghan Attacks,Taliban launch coordinated Afghan attacks,0.3599999904632568,0.6223883628845215,0.26238837242126467,0.26238837242126467,Poor
"Russia, China veto UN resolution on Syria endorsing","Russia, China veto U.N. draft backing Arab plan for Syria (Reuters)",0.7599999904632568,0.7710565328598022,0.01105654239654541,0.01105654239654541,Excellent
Syrians trade blame over blasts,Israel braces for Arab protests,0.04000000059604645,0.28248947858810425,0.2424894779920578,0.2424894779920578,Poor
Israeli Leader Puts Off Evicting Settlers From Hebron House,Israeli army orders settlers out of Hebron house,0.3200000047683716,0.8100829124450684,0.49008290767669677,0.49008290767669677,Poor
Government promises action on Heathrow queues,Finance minister promises no new taxes,0.0800000011920929,0.2776000201702118,0.1976000189781189,0.1976000189781189,Fair
Egyptian president moves into Mubarak's old office,Egypt's President-Elect Morsi Starts to Form Government,0.46666665077209474,0.5236997604370117,0.05703310966491698,0.05703310966491698,Good
Japan falls silent to mark 311 tragedy,Japan thanks Taiwan for quake aid,0.0800000011920929,0.35732102394104004,0.27732102274894715,0.27732102274894715,Poor
Syrian troops kill 35 in Damascus suburb,Activists: Syrian troops kill dozens near Damascus,0.7199999809265136,0.7660032510757446,0.046003270149231,0.046003270149231,Excellent
Suspicious object found in Tel Aviv not explosive device,Police treat suspicious object at Tel Aviv bus station,0.6800000190734863,0.6896756887435913,0.009675669670105025,0.009675669670105025,Excellent
At least 15 killed in Nigeria church attack,At least 12 killed in Nigeria church bombing,0.5199999809265137,0.8934941291809082,0.37349414825439453,0.37349414825439453,Poor
US drone strike kills 8 militants,US drone strike kills four in NWA: officials,0.4400000095367432,0.7467442750930786,0.30674426555633544,0.30674426555633544,Poor
Obama endorses same-sex marriage,Obama's delicate dance on same-sex marriage,0.5199999809265137,0.7954221367835999,0.2754221558570862,0.2754221558570862,Poor
Jordan Opens First Tent Camp for Syrian Refugees,Jordan Opens First Refugee Camp for Syrians,0.9600000381469727,0.9143282175064087,0.045671820640563965,-0.045671820640563965,Excellent
Eurozone backs Greek bailout,Eurozone agrees Greece bail-out,0.9600000381469727,0.8682794570922852,0.0917205810546875,-0.0917205810546875,Good
Two blasts hit Syria capital,Two blasts rock Syrian capital,0.9600000381469727,0.8898880481719971,0.07011198997497559,-0.07011198997497559,Good
Barack Obama's personal evolution on same-sex marriage,Obama backs same-sex marriage,0.5199999809265137,0.8071693181991577,0.28716933727264404,0.28716933727264404,Poor
Police disperse protest in east Sudan - witnesses,Police disperse east China chemical plant protesters,0.3200000047683716,0.5675183534622192,0.24751834869384765,0.24751834869384765,Poor
2 pro-Palestinian activists arrested at B-G Airport,Dozens of 'flytilla' activists protest at Paris airport,0.4400000095367432,0.4060843288898468,0.03391568064689637,-0.03391568064689637,Excellent
Spanish jobless rate soars past 25 per cent,"US jobless rate seen rising, offering Obama no relief",0.2,0.4556213617324829,0.2556213617324829,0.2556213617324829,Poor
Israeli PM makes case on Iran to US voters,Israel blames Iran for attacks on its diplomats,0.24000000953674316,0.6067834496498108,0.3667834401130676,0.3667834401130676,Poor
Music Industry Pays Tribute to Whitney Houston,Music industry mourns Whitney Houston,0.6800000190734863,0.8336267471313477,0.15362672805786137,0.15362672805786137,Fair
Five dead in Pakistan suicide blast,Over 120 dead in Pakistan factory blaze,0.12000000476837158,0.5790678262710571,0.45906782150268555,0.45906782150268555,Poor
"At CPAC, Mitt Romney Stresses Conservative Credentials",CPAC 2012: Mitt Romney Struggles to Connect with Conservative Base,0.6400000095367432,0.7886242270469666,0.14862421751022337,0.14862421751022337,Fair
Glorious triple-gold night for Britain,Britain savors golden night on track,0.6400000095367432,0.668866753578186,0.02886674404144285,0.02886674404144285,Excellent
Toulouse siege: Police surround flat of 'Islamic warrior' suspected of being serial killer,Toulouse shooting: France was on the highest level of security of security alert,0.3599999904632568,0.5198217034339905,0.15982171297073366,0.15982171297073366,Fair
"Wigan 3-2 Wolves: Match report, pictures & video highlights","Arsenal 0-0 Chelsea: Match report, pictures & video highlights",0.24000000953674316,0.6598043441772461,0.41980433464050293,0.41980433464050293,Poor
UK spends £3m on foreign prisons,US spends $50m on carp invasion,0.3200000047683716,0.26125144958496094,0.058748555183410656,-0.058748555183410656,Good
Lance Armstrong drops fight against doping charges,Lance Armstrong calls it quits in fight against doping charges,0.9600000381469727,0.8636469841003418,0.09635305404663086,-0.09635305404663086,Good
Prince Philip hospitalised in London,"Britain's Prince Philip hospitalised, to miss jubilee",0.7199999809265136,0.7693976163864136,0.04939763545989995,0.04939763545989995,Excellent
'Desperate Housewives' Actress Kathryn Joosten Dies,'Housewives' actress Kathryn Joosten dies at 72,0.7599999904632568,0.9157636165618896,0.1557636260986328,0.1557636260986328,Fair
Gaza rockets lands in Ashkelon Coast area; none hurt,Rocket fired from Gaza damages home in Sderot; none hurt,0.6,0.7120611667633057,0.11206116676330569,0.11206116676330569,Fair
Egypt's Coptic Pope Shenuda III dies,Egypt prepares to bury Coptic Pope Shenuda III,0.7199999809265136,0.8167468309402466,0.09674685001373295,0.09674685001373295,Good
EU Set for New Sanctions on Iran,EU plans major new sanctions against Iran,0.8800000190734864,0.8868955373764038,0.006895518302917458,0.006895518302917458,Excellent
Assad meets with Red Cross officials in Syria,Assad makes Red Cross pledge,0.4,0.6530567407608032,0.2530567407608032,0.2530567407608032,Poor
Manchester United slashes price for US IPO,Manchester United Reveal Share Price Details,0.48000001907348633,0.646572470664978,0.1665724515914917,0.1665724515914917,Fair
Soggy solstice: Stonehenge gets soaking,Summer solstice celebrated at Stonehenge despite rain,0.6400000095367432,0.6537766456604004,0.013776636123657204,0.013776636123657204,Excellent
ICC lawyer detained in Libya on security concerns,ICC lawyer held in Libya faces 45-day detention,0.6800000190734863,0.8698868155479431,0.18988679647445683,0.18988679647445683,Fair
"Freight train derails, catches fire in Columbus, Ohio","Freight train derailment, explosion prompts evacuation",0.5599999904632569,0.6145596504211426,0.0545596599578857,0.0545596599578857,Good
China yuan weakens to 6.3282 against USD Monday,China's yuan weakens against USD for third day,0.6400000095367432,0.7765370607376099,0.13653705120086668,0.13653705120086668,Fair
Breivik complains of 'ridicule',Breivik: Jail term 'ridiculous',0.3599999904632568,0.6588314175605774,0.2988314270973206,0.2988314270973206,Poor
Romney rocked by secret video,Romney taped at secret donor talk,0.5599999904632569,0.7315179109573364,0.17151792049407955,0.17151792049407955,Fair
Eurozone agrees to lend Spain up to $125 billion,Eurozone to lend Spain up to 100 bil. euros,0.6800000190734863,0.802902102470398,0.12290208339691167,0.12290208339691167,Fair
South Korean economic growth falls to 3-year low,S. Korean economic growth falls to near 3-year low,0.9199999809265137,0.9580674767494202,0.03806749582290647,0.03806749582290647,Excellent
"Russia, China Veto UN Resolution on Syria","Russia, China veto UN resolution on Syria killings",0.7599999904632568,0.9388710260391235,0.1788710355758667,0.1788710355758667,Fair
Juror: Sandusky appeared to accept his fate,Jerry Sandusky convicted of child sexual abuse,0.3200000047683716,0.5368074774742126,0.21680747270584105,0.21680747270584105,Poor
"Romney leads rivals, not Obama, in fundraising",Romney: I left all management of Bain in 1999,0.1600000023841858,0.3675227463245392,0.2075227439403534,0.2075227439403534,Poor
9/11 defendants ignore judge at Guantanamo hearing,Sept. 11 defendants enrage families at hearing,0.2,0.4786005914211273,0.2786005914211273,0.2786005914211273,Poor
Egyptians vote to pick president for first time,Egyptians wait for key presidential vote results,0.5199999809265137,0.7088209986686707,0.18882101774215698,0.18882101774215698,Fair
Sly Stallone's Sone Sage Found Dead in LA,Sylvester Stallone's Son Found Dead At Home,0.8399999618530274,0.6675221920013428,0.17247776985168461,-0.17247776985168461,Fair
"Clinton: US, Europe must do more against tyrants","Clinton: US, Europe Must Work to Defeat Tyrants",0.8800000190734864,0.9449050426483154,0.06490502357482908,0.06490502357482908,Good
"Romney, Obama clash on tax, economy in first debate",Obama and Romney take stage for first debate,0.4400000095367432,0.7008548378944397,0.2608548283576965,0.2608548283576965,Poor
Roadside bomb kills 10 Afghan civilians: police,Roadside bomb kills 5 Afghan policemen,0.5199999809265137,0.8765761852264404,0.35657620429992676,0.35657620429992676,Poor
Remarks by the President at the White House Science Fair,The Presidential Planner - The White House Science Fair,0.5599999904632569,0.797858476638794,0.23785848617553706,0.23785848617553706,Poor
Malawi confirms president's death,Malawi confirms President Mutharika's death,0.8,0.8073318004608154,0.007331800460815385,0.007331800460815385,Excellent
Venezuela's Chavez in Cuba for 3rd anti-cancer treatment,Venezuelan leader returning to Cuba for treatment,0.6400000095367432,0.6731300354003906,0.03313002586364744,0.03313002586364744,Excellent
Residents near Gaza instructed to stay near shelter,Best’s great day brings West Indies cheer,0.0,-0.03905559703707695,0.03905559703707695,-0.03905559703707695,Excellent
Syria in ceasefire observers call,Syrian ceasefire brings uneasy calm,0.3599999904632568,0.6683161854743958,0.30831619501113894,0.30831619501113894,Poor
"Spurs get revenge on Lakers, lead West","Abduct Israelis to free prisoners, Gaza leaders say",0.0,0.18873776495456696,0.18873776495456696,0.18873776495456696,Fair
China's CPI growth slows to 1.8 pct in July,China's industrial output growth slows to 9.2 pct in July,0.5199999809265137,0.8110641241073608,0.29106414318084717,0.29106414318084717,Poor
"Gaza militants fire 40 rockets into Israel, 3 hurt: police",Gazans fire four rockets into Israel; no injuries,0.55,0.7944827079772949,0.24448270797729488,0.24448270797729488,Poor
Iraq Releases Suspected Hezbollah Operative Wanted By U.S.,Iraq Said to Release Hezbollah Operative,0.6400000095367432,0.868716835975647,0.2287168264389038,0.2287168264389038,Poor
Suicide bomber hits funeral in Iraq,Suicide bomber strikes in Syria,0.3599999904632568,0.7671418190002441,0.4071418285369873,0.4071418285369873,Poor
7 detained for 'house sister' scandal,"China detains 7 for ""house sister"" scandal",0.8399999618530274,0.6893250346183777,0.1506749272346497,-0.1506749272346497,Fair
China Yuan Strengthens to 6.168 against USD Monday,China yuan strengthens to 6.1696 against USD Thursday,0.8399999618530274,0.9318477511405945,0.0918477892875671,0.0918477892875671,Good
Texas residents seek healing at church after deadly blast,Residents return to Texas blast site,0.5199999809265137,0.5101686716079712,0.00983130931854248,-0.00983130931854248,Excellent
Shinzo Abe Selected as Japan’s Prime Minister,Shinzo Abe is Japan's prime minister,0.8399999618530274,0.946650505065918,0.10665054321289058,0.10665054321289058,Good
2 dead in Bangladesh clashes over Jamaat leader’s execution,Bangladesh Islamist leader executed,0.4,0.6797235012054443,0.2797235012054443,0.2797235012054443,Poor
"De Blasio sworn in as New York mayor, succeeding Bloomberg","Bill De Blasio sworn in as New York mayor, succeeding Michael Bloomberg",1.0,0.9655598402023315,0.03444015979766846,-0.03444015979766846,Excellent
China to resume US investment talks,China and Taiwan hold historic talks,0.1600000023841858,0.5386437177658081,0.37864371538162234,0.37864371538162234,Poor
'Around 100 dead or injured' after China earthquake,Hundreds dead or injured in China quake,0.7599999904632568,0.82541823387146,0.06541824340820312,0.06541824340820312,Good
Nelson Mandela taken to hospital,Nelson Mandela released from hospital,0.3200000047683716,0.8408580422401428,0.5208580374717713,0.5208580374717713,Poor
Cardinals enter Vatican for historic vote,Cardinals enter Sistine Chapel to elect pope,0.6800000190734863,0.7145611047744751,0.034561085700988814,0.034561085700988814,Excellent
AU leaders meet for Africa Day,Egypt Youth Leader Detained for Four Days,0.12000000476837158,0.26319944858551025,0.14319944381713867,0.14319944381713867,Fair
"Today in History, April 23","Today in History, Jan. 21",0.27999999523162844,0.8695574998855591,0.5895575046539306,0.5895575046539306,Poor
UK alert on Syrian chemical arms,West raises stakes over Syria chemical claims,0.7599999904632568,0.61293625831604,0.1470637321472168,-0.1470637321472168,Fair
"Israelis, Palestinians convene over prisoner swap",Israeli lawmakers call for internal probe into case of Prisoner X,0.24000000953674316,0.5287140011787415,0.2887139916419983,0.2887139916419983,Poor
Moderate earthquake jolts NW Pakistan,Moderate earthquake hits southern Pakistan,0.6,0.8105126619338989,0.21051266193389895,0.21051266193389895,Poor
32 die in Bangladesh protest,1 Killed in Bangladesh Protest,0.4400000095367432,0.7928643822669983,0.3528643727302551,0.3528643727302551,Poor
Thai police use tear gas against protesters,Brazil leader breaks silence about protests,0.2,0.2815343141555786,0.0815343141555786,0.0815343141555786,Good
Calif man pleads not guilty in girl kidnap case,Calif. man pleads not guilty in terrorism case,0.4400000095367432,0.6723026633262634,0.23230265378952025,0.23230265378952025,Poor
Motorists killed after Japanese tunnel collapses,Cars trapped in tunnel collapse outside Tokyo,0.3599999904632568,0.6481000781059265,0.2881000876426697,0.2881000876426697,Poor
Chinese shares close lower on Wednesday,Chinese students attacked in France,0.0,0.3059020936489105,0.3059020936489105,0.3059020936489105,Poor
"Red grapes and blueberries boost immune system, scientists say","Red grapes, blueberries boost human immunity",0.8399999618530274,0.9277768731117249,0.08777691125869747,0.08777691125869747,Good
2 police killed in eastern Afghan explosion,At least 28 people die in Chinese coal mine explosion,0.0800000011920929,0.35132619738578796,0.2713261961936951,0.2713261961936951,Poor
"The Note's Must-Reads for Monday, November 25, 2013","The Note's Must-Reads for Tuesday, October 8, 2013",0.5199999809265137,0.973393976688385,0.45339399576187134,0.45339399576187134,Poor
Lebanon businesses strike in protest at political impasse,Tunisia president says confident can overcome political crisis,0.12000000476837158,0.2415173053741455,0.12151730060577393,0.12151730060577393,Fair
Indian police round up all five suspects in Mumbai rape case,Mumbai police arrest fifth suspect in gang-rape case,0.7599999904632568,0.7425822019577026,0.0174177885055542,-0.0174177885055542,Excellent
Security tightens for Thatcher funeral,Security agencies worry about new terrorist threats in Kenya,0.0,0.1583097130060196,0.1583097130060196,0.1583097130060196,Fair
Google invests $200 million in Texas wind farm,Google invests 200 million USD in Texas wind farm project,1.0,0.9648207426071167,0.0351792573928833,-0.0351792573928833,Excellent
China strives to avoid economic traps,Insurance is key to fostering economic growth,0.2,0.3508421778678894,0.1508421778678894,0.1508421778678894,Fair
Demolition work begins on Don Valley Stadium,Demolition work to begin at stadium,0.6400000095367432,0.8464969992637634,0.20649698972702024,0.20649698972702024,Poor
US confirms al-Qaeda leader has been captured,US captures al-Qaeda leader but fails in Somalia attack,0.5599999904632569,0.7069517374038696,0.14695174694061275,0.14695174694061275,Fair
London Marathon observes silence for Boston bomb victims,London Marathon observes silence for Boston victims,0.9199999809265137,0.9353339076042175,0.015333926677703835,0.015333926677703835,Excellent
"Messi nets 300th, 301st goals in Barcelona win",Football: Messi hits 300th Barcelona goal in comeback win,0.6800000190734863,0.8149833679199219,0.1349833488464356,0.1349833488464356,Fair
Ukrainian Prime Minister Azarov and entire government resign,Ukrainian officials barred from Canada as protests continue,0.24000000953674316,0.3792228698730469,0.1392228603363037,0.1392228603363037,Fair
Two NATO soldiers killed in Afghanistan,NATO soldier killed in Afghan attack,0.8,0.8385024070739746,0.038502407073974565,0.038502407073974565,Excellent
"The Note's Must-Reads for Friday, December 6, 2013","The Note's Must-Reads for Friday, July 12, 2013",0.3599999904632568,0.9702526926994324,0.6102527022361756,0.6102527022361756,Poor
Deaths confirmed after helicopter crashes into Scottish pub,Scottish police say at least one dead after helicopter crashes into pub,0.8,0.8671520948410034,0.06715209484100337,0.06715209484100337,Good
North Korea Nuclear Test Sparks Worry,North Korea nuclear test,0.48000001907348633,0.7358417510986328,0.2558417320251465,0.2558417320251465,Poor
